FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
149468.txt,https://www.fbpurity.com,23,www.fbpurity.com,16,0,com,100,1,0.5229071,0.0463595,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,230,895,1,fbpurity,100,100,0,0,0,0,0,1,1,3,0,1,1,1,0,0,1,0,0,6,1,3,24,1,11,1
8114152.txt,https://pank05.firebaseapp.com/,31,pank05.firebaseapp.com,22,0,com,75.92526051,0.777777778,0.5229071,0.051496135,3,1,0,0,0,18,0.581,2,0.065,0,0,0,3,0.097,1,108,8125,1,pank05firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
98502.txt,https://www.kfa.or.kr,20,www.kfa.or.kr,13,0,kr,100,0.666666667,0.0022733,0.048786333,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1912,352,1,faor,0,0,1,0,1,0,0,0,8,0,0,1,0,0,0,1,0,0,1,72,41,14,50,36,38,1
655349.txt,https://www.mayvilas.com,23,www.mayvilas.com,16,0,com,100,1,0.5229071,0.058623004,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,680,692,1,mayvilas,100,100,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,53,14,21,5,0,14,1
163922.txt,https://www.alfonsino.delivery,29,www.alfonsino.delivery,22,0,delivery,100,1,0.0000108,0.060398055,8,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1027,381,1,alfonsino,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,24,1,8,93,2,56,1
858076.txt,https://www.mashsf.com,21,www.mashsf.com,14,0,com,100,1,0.5229071,0.058533952,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,661,7671,1,mashsf,100,100,1,1,1,0,0,1,0,6,0,1,1,1,0,1,0,0,1,46,6,27,37,1,106,1
8126011.txt,https://ipfs.io/ipfs/bafybeifxlpdlx2snbkvognwevpum5qozogdlcctiboav55v3xeud2vcmqm,80,ipfs.io,7,0,io,11.30136986,1,0.0129268,0.039299723,2,0,0,0,0,63,0.787,6,0.075,0,0,0,3,0.037,1,9,88,1,ipfsipfsbafybeifxlpdlx2snbkvognwevpum5qozogdlcctiboav55v3xeud2vcmqm,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77925.txt,https://www.lonesentry.com,25,www.lonesentry.com,18,0,com,100,1,0.5229071,0.06675391,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1017,328,1,lonesentry,100,100,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,72,0,2,8,0,8,1
65527.txt,https://www.recordchina.co.jp,28,www.recordchina.co.jp,21,0,jp,100,0.857142857,0.0230451,0.064215904,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,4892,658,1,recordchinaco,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,99,8,19,330,3,22,1
mw22285.txt,http://www.adfreeproxy.com,25,www.adfreeproxy.com,19,0,com,85.85034014,1,0.5229071,0.05765464,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819400.txt,https://www.nptcgroup.ac.uk,26,www.nptcgroup.ac.uk,19,0,uk,100,0.833333333,0.028555,0.053849038,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1100,9774,1,nptcgropac,0,0,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,16,12,34,208,2,243,1
oph01632.txt,https://minhacontahiper.com/index.php?local=inicio&id=ode2ytfmmgqynjvlyzblyjnhzjdlmwe0mzywmzi0mtc=&token=494dd19d7057f735c0f9efc3b98c7f41&th=1,141,minhacontahiper.com,19,0,com,9.898469662,1,0.5229071,0.038601457,3,0,0,0,0,98,0.695,23,0.163,5,1,0,6,0.085,1,2,151,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654741.txt,https://www.lyndabahrjewelry.com,31,www.lyndabahrjewelry.com,24,0,com,100,1,0.5229071,0.05029719,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,541,909,1,lyndabahrjewelry,100,100,0,0,1,0,0,1,0,4,0,1,0,1,0,0,0,0,1,26,10,17,45,0,12,1
87754.txt,https://www.cca.edu,18,www.cca.edu,11,0,edu,100,1,0.0115013,0.069372031,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,604,4003,1,cca,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,13,1,4,38,0,36,1
8136043.txt,https://csemaquaticscom.com/app/,32,csemaquaticscom.com,19,0,com,48.29867675,1,0.5229071,0.063247119,3,0,0,0,0,21,0.656,0,0,0,0,0,3,0.094,1,16,165191,1,csemaquaticsapp,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,2,2,0,2,0
621656.txt,https://www.comocubriruncuerpo.org,33,www.comocubriruncuerpo.org,26,0,org,100,1,0.0799628,0.064594607,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,484,9381,1,comocubriruncuerpo,100,100,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,26,23,27,46,0,48,1
784805.txt,https://www.wilsonbowden.co.uk,29,www.wilsonbowden.co.uk,22,0,uk,100,0.866666667,0.028555,0.056867601,2,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,263,3613,1,wilsonbowdenco,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,17,3,5,35,0,41,1
8036097.txt,https://nlxkces.cn/0040/b/b/b/c100/kbc11bn000b000.do.php,55,nlxkces.cn,10,0,cn,13.18469896,1,0.0033218,0.027137455,2,0,0,0,0,23,0.418,15,0.273,0,0,0,9,0.164,1,2,64,0,0,0,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227256.txt,https://www.ecsu.edu,19,www.ecsu.edu,12,0,edu,100,1,0.0115013,0.061589958,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,791,926,1,ecsu,100,100,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,23,4,17,85,1,97,1
8124644.txt,http://a0808653.xsph.ru/,24,a0808653.xsph.ru,16,0,ru,61.76470588,0.923076923,0.0180132,0.020777993,2,1,0,0,0,7,0.292,7,0.292,0,0,0,3,0.125,0,125,19980,1,a0808653xsph,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
7907666.txt,https://tribelio.page/privacy-setting,36,tribelio.page,13,0,page,46.47641696,1,0.0001446,0.057235487,4,0,0,0,0,25,0.694,0,0,0,0,0,3,0.083,1,233,22883,1,tribelioprivacy-settin,0,95.65217391,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,13,12,0,2,0
133425.txt,https://www.shareicon.net,24,www.shareicon.net,17,0,net,100,1,0.0384199,0.068708195,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1900,256,1,shareicon,100,100,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,73,10,20,454,0,5,1
721122.txt,https://www.chct.info,20,www.chct.info,13,0,info,100,1,0.0075051,0.051449124,4,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,526,8047,1,chct,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,20,20,17,73,0,78,1
778239.txt,https://www.khtp.com.my,22,www.khtp.com.my,15,0,my,100,0.625,0.0007497,0.052310237,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,2241,11173,1,khtpco,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,35,41,41,207,2,215,1
mw184040.txt,http://www.sercon.com.mx,24,www.sercon.com.mx,17,0,mx,78.91156463,0.7,0.0017218,0.067488071,2,2,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw74806.txt,http://www.whatsnexttnd.com,26,www.whatsnexttnd.com,20,0,com,76.37867647,1,0.5229071,0.053624407,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,2826,1,whatsnexttnd,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
134522.txt,https://www.nameoflove.com,25,www.nameoflove.com,18,0,com,100,1,0.5229071,0.069035975,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,707,1449,1,nameoflove,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,42,2,12,28,8,19,1
422137.txt,https://www.vbk.info,19,www.vbk.info,12,0,info,100,1,0.0075051,0.030884403,4,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,915,13997,1,vbk,100,100,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,8,9,20,41,1,22,1
7759172.txt,https://towncountryimplement.myportfolio.com/,44,towncountryimplement.myportfolio.com,36,0,com,46.16700033,0.65625,0.5229071,0.060292413,3,1,0,0,0,34,0.773,0,0,0,0,0,2,0.045,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw200787.txt,http://www.dongsonvina.co,24,www.dongsonvina.co,18,0,co,63.90532544,1,0.0059772,0.060003936,2,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
408933.txt,https://www.photo-ac.com,23,www.photo-ac.com,16,0,com,100,0.75,0.5229071,0.070908358,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,7976,2439,1,photo-ac,100,100,1,0,1,1,1,1,1,16,0,1,1,1,1,0,1,0,1,171,75,26,584,17,207,1
863977.txt,https://www.visitberwick.com,27,www.visitberwick.com,20,0,com,100,1,0.5229071,0.054340337,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1599,9381,1,visitberwick,100,100,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,55,6,8,123,5,117,1
639695.txt,https://www.astarcargo.co.uk,27,www.astarcargo.co.uk,20,0,uk,100,0.846153846,0.028555,0.068459312,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,920,651,1,astarcargoco,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,52,4,7,56,0,60,1
552243.txt,https://www.munster-express.ie,29,www.munster-express.ie,22,0,ie,100,0.533333333,0.0015878,0.057187202,2,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1344,1820,1,munster-express,100,100,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,95,7,9,195,0,203,1
520595.txt,https://www.cheekypassports.com,30,www.cheekypassports.com,23,0,com,100,1,0.5229071,0.05872571,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,360,2701,1,cheekypassports,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,19,4,7,115,0,117,1
229224.txt,https://www.omnicontext.org,26,www.omnicontext.org,19,0,org,100,1,0.0799628,0.068119458,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,157,307,1,omnicontext,100,100,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,8,1
8139507.txt,https://cf-ipfs.com/ipfs/qma3wgbldpg8qgzm41cer7bpq9vxffy31yzswbhirevtqd/sharepoint.html,87,cf-ipfs.com,11,0,com,11.61272232,0.714285714,0.5229071,0.036382209,3,0,0,0,0,65,0.747,8,0.092,0,0,0,6,0.069,1,2,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090127.txt,https://sfvta8qtn.web.app/,26,sfvta8qtn.web.app,17,0,app,56.97808535,0.538461538,0.001502,0.039162089,3,1,0,0,0,14,0.538,1,0.038,0,0,0,3,0.115,1,2,2278,1,sfvta8qtnweb,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
33296.txt,https://www.adplugg.com,22,www.adplugg.com,15,0,com,100,1,0.5229071,0.049231215,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,444,1578,1,adplugg,100,100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16,10,11,51,2,12,1
8002368.txt,https://s3.amazonaws.com/appforest_uf/f1673267848377x549755467272824000/emmmail.html#amzn-noc-contact@amazon.com,111,s3.amazonaws.com,16,0,com,15.63257256,0.916666667,0.5229071,0.039005597,3,1,0,0,0,59,0.532,32,0.288,0,0,0,12,0.108,1,399,746,1,s3amazonawsappforest_uff1673267848377x549755467272824000emmmailhtml#amzn-noc-contact@amazonco,0,0,0,1,1,1,0,0,0,4,0,0,1,1,1,0,0,0,0,0,2,6,0,0,2,0
mw205136.txt,http://www.rohithreguri.ml,25,www.rohithreguri.ml,19,0,ml,55,1,0.0001306,0.05610373,2,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,8,49,1,rohithreguri,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8062156.txt,https://outlook04.officelive09.workers.dev,42,outlook04.officelive09.workers.dev,34,0,dev,37.49876421,0.433333333,0.0009613,0.0500396,3,2,0,0,0,27,0.643,4,0.095,0,0,0,3,0.071,1,8,9301,0,0,3.333333333,3.333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
499444.txt,https://www.pmf.gov,18,www.pmf.gov,11,0,gov,100,1,0.0033282,0.046414386,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,592,517,1,pmf,100,100,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,10,19,81,3,8,1
7846210.txt,https://file2635.myportfolio.com/,32,file2635.myportfolio.com,24,0,com,74.41666667,0.8,0.5229071,0.049889766,3,1,0,0,0,18,0.562,4,0.125,0,0,0,2,0.062,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22928.txt,https://www.rockefeller.edu,26,www.rockefeller.edu,19,0,edu,100,1,0.0115013,0.061863025,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2737,8047,1,rockefeller,100,100,0,1,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,68,5,14,123,7,44,1
oph02059.txt,https://envistaforensic.org/folks/capital1/login/card.php,57,envistaforensic.org,19,0,org,31.46189088,1,0.0799628,0.055696124,3,0,0,0,0,42,0.737,1,0.018,0,0,0,6,0.105,1,135,309,1,envistaforensicfolkscapital1logincardphp,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0
634739.txt,https://www.paolarollo.com,25,www.paolarollo.com,18,0,com,100,1,0.5229071,0.071757869,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,559,9381,1,paolarollo,100,100,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,38,5,7,53,9,56,1
mw279.txt,http://www.2.hpyub.social,24,www.2.hpyub.social,18,0,social,38.66146849,1,0.0000909,0.044979958,6,2,0,0,0,10,0.417,1,0.042,0,0,0,2,0.083,0,3,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21974.txt,https://www.montevideo.com.uy,28,www.montevideo.com.uy,21,0,uy,100,0.785714286,0.0002285,0.066524809,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,4117,723,1,montevideocom,0,0,1,0,1,1,0,1,0,3,0,1,0,0,0,0,1,0,0,389,16,27,196,6,313,1
8040881.txt,https://s22-uyt.firebaseapp.com/,31,s22-uyt.firebaseapp.com,23,0,com,72.99936988,0.736842105,0.5229071,0.050394469,3,1,0,0,0,18,0.581,2,0.065,0,0,0,3,0.097,1,108,8125,1,s22-uytfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw49537.txt,http://www.xczsrg.cf,19,www.xczsrg.cf,13,0,cf,52,1,0.0001858,0.042886751,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,20,207,1,xzsrg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8020519.txt,http://olx.42322333.xyz/v63py6gw/third/8/change-device,53,olx.42322333.xyz,16,0,xyz,13.07152558,1,0.0017496,0.028962805,3,1,0,0,0,27,0.509,12,0.226,0,0,0,7,0.132,0,124,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69408.txt,https://www.tainan.gov.tw,24,www.tainan.gov.tw,17,0,tw,100,0.7,0.0021745,0.059313271,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,971,8729,1,ainangov,0,0,0,0,1,0,0,1,3,13,0,1,0,1,0,0,1,0,0,68,26,4,51,19,77,1
899201.txt,https://www.mangyan.org,22,www.mangyan.org,15,0,org,100,1,0.0799628,0.060690387,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,499,1546,1,mangyan,100,100,0,0,1,0,0,0,0,3,0,0,0,1,1,0,1,0,0,5,7,11,15,2,0,1
mw203261.txt,http://www.durupol.org,22,www.durupol.org,15,0,org,72.72727273,1,0.0799628,0.051893984,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,2,476,1,durupol,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110505.txt,https://baidumeibai.com/ibg/client/l_home_s.php,47,baidumeibai.com,15,0,com,26.47600263,1,0.5229071,0.052762388,3,0,0,0,0,32,0.681,0,0,0,0,0,7,0.149,1,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830347.txt,https://www.weweresoldiers.net,29,www.weweresoldiers.net,22,0,net,100,1,0.0384199,0.062573356,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1109,9381,1,weweresoldiers,100,100,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,38,10,13,166,3,169,1
818793.txt,https://www.jwgamel.com,22,www.jwgamel.com,15,0,com,100,1,0.5229071,0.055075763,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1244,26152,1,jwgamel,100,100,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,9,24,0,11,1
8070111.txt,https://manager.infomaniak.40-76-112-72.cprapid.com/manager/login.php?rpco1z1zw6alaaogog2adi2ftj2pwsheccuvvuaz2nu5zejtsf240kkszpugoz6obffl55rlypws18xrsmtrdfp0tohgooqlpjqgsngd9xvtlho7hmmaibz0zec9bl0ji6vkhrsvpmvkqzlqcbw7w2pff6il4yoj4d4jxhl65j4klgsez2qfuwiiziqih0h8cf2oecgh,270,manager.infomaniak.40-76-112-72.cprapid.com,43,0,com,7.303056736,0.358974359,0.5229071,0.035643345,3,3,0,0,0,206,0.763,45,0.167,0,1,0,10,0.041,1,147,28834,1,managerinfomaniak40-76-112-72cprapidmanagerloginphp?rpco1z1zw6alaaogog2adi2ftj2pwsheccuvvuaz2nu5zejtsf240kkszpugoz6obffl55rlypws18xrsmtrdfp0tohgooqlpjqgsngd9xvtlho7hmmaibz0zec9bl0ji6vkhrsvpmvkqzlqcbw7w2pff6il4yoj4d4jxhl65j4klgsez2qfuwiiziqih0h8cf2oecgh,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,0,0,4,0
mw11433.txt,http://www.eoufaoeuhoauengi.net,30,www.eoufaoeuhoauengi.net,24,0,net,44.69047619,1,0.0384199,0.064956673,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414607.txt,https://www.cedar-audio.com,26,www.cedar-audio.com,19,0,com,100,0.545454545,0.5229071,0.068378307,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,448,352,1,cedar-audio,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,16,4,11,25,0,15,1
